"","MeanDecreaseGini"
"array",0.0346589450062048
"arrest",0.30281395960499
"arriv",6.67649659764676
"arrog",0
"arsenal",0.0357709039149256
"art",0.00728158602150537
"articl",0.73576602796078
"articul",0.0148667763157895
"artist",0.0184926099009141
"arturo",0.61808452970953
"asap",0.643838153736932
"ash",0.0366388888888882
"ashcroft",0
"ashton",0.412434824458525
"asia",0.222863411917524
"asian",0.163796903516394
"asid",0.086150180658047
"ask",3.39619474121843
"aspect",0.0326641900258922
"aspen",0.0515601658091383
"aspir",0.183968319920488
"ass",0.0694758044748324
"assad",0.0517960852206542
"assail",0.0263794596208389
"assang",0.0699046656166901
"assassin",0.00804761904761904
"assault",0.020786044127386
"assembl",0.264891222112329
"assert",0.08134281234532
"assess",0.317890011366668
"asset",0.0472597070991566
"assign",0.0113333333333333
"assist",2.15276240929738
"assk",0.0453171422391232
"associ",0.197293475259442
"assort",0.00874213836477988
"asst",0.646575728016233
"assum",0.572819786038042
"assumpt",0.0445742999854865
"assur",0.171023146945193
"astonish",0.0150171957671958
"atlant",0.0645827709977969
"atmosph",0.112953438671433
"atom",0.0564923549146812
"attach",5.1981680642585
"attack",1.33304731484763
"attempt",0.50235449194681
"attend",0.530860978673177
"attent",0.279740028002492
"attitud",0.078536367418
"attorney",0.224220516762195
"attract",0.082445011020459
"attribut",0.0189810606060606
"audienc",0.111211576174469
"auditorium",0.0157723577235772
"aug",3.40064306550174
"august",3.41542017069238
"aung",0.0404081221175013
"australia",0.0316926309950504
"austria",0.0453340738209159
"author",0.512123430965822
"authoritarian",0
"automat",0.236240542256995
"autorepli",1.09967891389368
"avail",1.4497626543246
"avenu",0.337651699039786
"averag",0.119696836676024
"avert",0.0331616166852016
"avigdor",0.000571428571428574
"aviv",0.046547554784397
"avoid",0.227954119745926
"await",0.10769054787981
"awar",0.442690577945209
"award",0.0457114402745795
"away",0.980694455088981
"awkward",0.0170984848484848
"axelrod",0.0284975899147201
"axi",0
"ayatollah",7.84313725490193e-05
"azerbaijan",0.111123177173487
"babi",0
"back",2.66254020782062
"backdrop",0
"backer",0.005
"background",0.420668213923961
"bad",0.643164958118587
"badi",0.0406472213252971
"bag",0.0551031922452402
"baghdad",0.16493732040643
"bail",0.01055900621118
"bailey",0.208421138102125
"bailout",0.123384885792849
"bajnai",0.00918241289708682
"baker",0.005
"baki",0.0241640476228577
"balanc",0.332644637400304
"balkan",0.186053185691794
"ball",0.174315424444935
"ballist",0.009
"ballot",0.119526286835294
"ban",0.243566114782593
"band",0.0549311257497465
"bang",0.104797264375333
"bangladesh",0.034043518629497
"bank",0.508267664544388
"banker",0
"baptist",0
"bar",0.0631700503937477
"barack",0.449656497645083
"barak",0.0439923204755593
"barbara",0.0634401936153623
"barbour",0.0320398041317277
"bare",0.105274571941244
"bargain",0.0375496319132537
"barna",0.0377434579309579
"barrier",0.136079108315215
"base",0.996766548727056
"baseb",0
"bash",0.0333276729559748
"bashir",0.0857028389434433
"basi",0.190826322765611
"basic",0.195891151474889
"basketb",0.00666666666666667
"battl",0.144851568148661
"baucus",0.0307202878676388
"bauer",0
"bay",0.0240125018066194
"bbc",0.0557064728609295
"bbd",0.33564672454341
"bbdb",0.29278810367776
"bca",0.00900668764752162
"beam",0.0275747205252067
"bear",0.0983548302693254
"beast",0.048625315950694
"beat",0.121966436520237
"beaten",0.102711836491045
"beauti",0.0365284639893436
"becam",0.255032489850272
"beck",0
"becom",0.929056081717226
"began",0.126941528407421
"begin",0.370574939967287
"begun",0.101603000788499
"behalf",0.226247888000428
"behav",0.0167975422189588
"behavior",0.0184935897435897
"behind",0.29663676972342
"beij",0.195915575658542
"beirut",0.0428563115443322
"belarus",0.0586955050953147
"belfast",0.281340267624406
"belgium",0.0414415835196309
"belhaj",0.0422365134865129
"belief",0.0411038183694529
"believ",0.782265530416974
"beller",0.0993056342496067
"belong",0.0434231719129262
"beltway",0.0141854636591478
"ben",0.841972689574688
"benefici",0.0503220944040081
"beneficiari",0
"benefit",0.135658563449664
"benghazi",2.09729405347614
"benjamin",0.232480889920651
"bent",0.199523714508132
"berger",0.068585835326877
"berlin",0.0982633869927217
"berlusconi",0.0345132488479262
"berman",0.0824977974532385
"besid",0.101086338011292
"best",3.80733628122217
"bestsel",0.172766388520219
"bet",0
"beth",0.067669655596279
"betray",0
"betsi",0.0729839618212363
"better",1.00642126771543
"beyond",0.220525594304077
"bfg",0.100448318197967
"bias",0.0879404513404951
"bibi",0.479316358832315
"bid",0.11881135198139
"biden",0.112815509940865
"big",0.991268126691179
"bigger",0.0747710499920187
"biggest",0.212745078753314
"bilat",0.450229156003217
"bill",3.47814678349953
"billi",0.0761068524405408
"billion",0.404518299852412
"billionair",0.0185064935064935
"bin",0.151105287621831
"bind",0.0362640841184958
"binder",0.0573454814806141
"binyamin",0
"bio",0.0209992768570555
"bipartisan",0.00928571428571407
"bipartisanship",0
"birch",0.005
"birth",0.0375296401683254
"birthday",1.17238473578921
"bishop",0.0759860315245751
"bit",0.776516115328235
"bite",0
"bizarr",0
"black",0.18920046012899
"blackberri",1.89618495162686
"blair",0.544585942116449
"blake",0.174146086577341
"blame",0.254460319757517
"blank",0.0203305594082293
"blast",0.0355940847358352
"bless",0.0297402488316282
"blind",0
"bloc",0.0497720467016068
"block",0.218801786463923
"blockad",0.00757575757575758
"blog",0.442373005157971
"blogger",0.0318282085561497
"blood",0.0308482258482258
"bloodi",0
"bloomberg",0.161095704636665
"blow",0.0624336392768213
"blue",0.0969153614894466
"blum",0.0327942735949098
"blumenth",0.173696441041562
"blunt",0.026
"board",0.600686473818368
"boast",0
"boat",0.0189073426573427
"bob",0.943671090715964
"bodi",0.234751844910963
"boe",0.0374022077044689
"boehner",0.0808291600297195
"bogota",0.0254777235772357
"bold",0.0587511501070823
"bolivia",0.157149038097888
"bolster",0.0241666666666667
"bomb",0.218478482204517
"bomber",0.0238317929323738
"bond",0.0525718587582241
"bonn",0.0526368097753973
"bono",0.085433057424443
"bonus",0
"book",0.586038274247549
"boost",0.0834405699230604
"border",0.249284811210565
"bore",0.0808747469091087
"born",0.0415121814578337
"borrow",0.180126132224961
"bosnia",0.481197148733238
"boss",0.244131254258495
"boston",0.0132692307692308
"boswel",0.0717617694805195
"bother",0.0775979234892731
"bottom",0.237164518268418
"bought",0.0430374807047087
"bound",0.0288529411764704
"boundari",0.0167206714896346
"bow",0.090330493964295
"bower",0
"box",0.0627850923598401
"boy",0.120703166879043
"boycott",0.0212860231750485
"brain",0.214090708497436
"brainard",0.0158333333333333
"branch",0.122968436988801
"brand",0.0638277154031177
"brasilia",0
"brassanini",0
"brava",0.2651440497487
"brave",0.0290107445934849
"bravo",0.219917502568145
"brazil",0.278370789487967
"brazilian",0.149131444916883
"breach",0.0328230519480519
"break.",0.406856347593558
"breakdown",0.0415687882859402
"breakfast",0.39681048678704
"breakthrough",0.222438818262292
"breath",0.0324258273814293
"breed",0.0075
"brian",0.0534007307135714
"bridg",0.1615111030294
"brief",1.1905319580174
"briefli",0.0800848770922722
"brigad",0
"bright",0.116806987648716
"brilliant",0.197449730336856
"brimmer",0.112794226397005
"bring",0.790327527173611
"brink",0.026863920099875
"brit",0.00811111111111111
"britain",0.270154758283786
"british",0.153212655394305
"broad",0.217458999127242
"broadcast",0.0285199340065437
"broaden",0.0075
"broader",0.0911828065528807
"broadway",0.0511943339390036
"brock",0
"broke",0.0364755886987658
"broken",0.0923237956841765
"broker",0
"brook",0.25927457807294
"brother",0.0960737428339048
"brotherhood",0.0372069456789653
"brought",0.195821747487338
"brown",2.43948290799057
"brownback",0.0572358616993016
"bruce",0
"brussel",0.395568676306759
"brutal",0.0755324913261287
"btw",0.463004723132247
"buckley",0.025445811039307
"budget",0.179364842386442
"build",1.11316719511137
"buildup",0.00857142857142857
"built",0.0189478521769642
"bukova",0.0154142331819165
"bulgaria",0.113593894334529
"bulldoz",0
"bulli",0
"bunch",0.159343687653575
"burden",0.169773461403379
"bureau",0.584273414300922
"bureaucraci",0
"bureaucrat",0.0764913422646328
"bureaus",0.0564830572145695
"burk",0.125752955926223
"burma",0.220674597045447
"burn",0.771729443749581
"bus",0.0174281609195399
"bush",0.976086384794291
"busi",0.533787729337268
"businessman",0.000109890109890109
"businessmen",0
"butt",0.0207811074621419
"button",0.0357986938645313
"buy",0.348868718461684
"cabinet",0.572659513376323
"cabl",0.501535217617956
"cairo",0.335389544051327
"caitlin",0.441401185305228
"calcul",0.0183865110246432
"calderon",0.0171436739361268
"calendar",0.492276049374883
"california",0.0603547892787367
"calm",0.0395413533834586
"came",0.311109061661653
"camera",0.893270710188961
"cameron",3.98164274237836
"camp",0.113490688091028
"campaign",2.50063238791531
"campbel",0.34322759549508
"campus",0.0248047493321919
"can",5.14926440735347
"canada",0.146578874080816
"canadian",0.0400861726924963
"cancel",0.466480376727777
"cancer",0.0139880952380952
"candid",0.691362319912089
"candidaci",0.0876762478582933
"cannon",0.10527174163276
"cant",1.1936259276464
"cantor",0.0211204013377927
"cap",0.100657520448197
"capabl",0.0559298747632969
"capac",0.131654547823712
"cape",0.0398821577619999
"capit",0.300361129888286
"capitol",0.0551579161579162
"capressrequest",0
"capricia",0.288961779702438
"captur",0.0712223471160433
"car",0.382581426175394
"carbon",0.0377772637144746
"card",0.16451095166056
"care",0.903332036925383
"career",0.0946030639004432
"caribbean",0.0790316482732523
"carl",0.102302864591824
"carlo",0.0980442105071348
"carolina",0.0306328052190121
"carpet",0.00865800865800866
"carri",0.351916641071252
"carson",0.22730410042995
"cartel",0.052277254334799
"carter",0.252459215860173
"casey",0.0394634104721916
"cash",0.0874151641242435
"cassandra",0
"cast",0.0935177713645373
"castl",0
"casualti",0.0722146824123183
"catastroph",0.0252407946744331
"catch",0.297654659522325
"categori",0
"catherin",0.120622470223229
"cathol",0.0511836917874706
"caucus",0.0267096789384635
"caught",0.0660273757217491
"caus",0.695478973230507
"caution",0
"cautious",0.0355465279399543
"cbs",0.015766681195743
"cdm",29.9845702981168
"cdstategov",28.160940255224
"cea",0.0440062236963923
"celebr",0.0916606270651036
"cell",1.70140622148789
"censorship",0.0437900119204465
"cent",0.221737973849252
"centcom",0
"center",1.10944617694015
"centr",0.126815049204592
"central",0.340403564598651
"centrist",0.028622006796449
"centuri",0.090455626858257
"ceo",0.311724293525857
"ceremoni",0.140906026659722
"certain",0.588330989482684
"certif",0.0427842346777008
"certifi",0.0359946262548224
"cfr",0.180274866176075
"cgi",0.189764878393519
"chain",0.129958764459581
"chair",0.508530271265805
"chairman",0.258380187488257
"chairwoman",0.007183908045977
"challeng",0.597697056489472
"chamber",0.161482348964782
"champion",0.111966284339375
"chanc",0.461000572198885
"chancellor",0.0734276002424849
"chang",1.298051042144
"channel",0.336240440555753
"chao",0.0375560492139445
"chaotic",0.033332324353412
"chapel",0.00165178571428571
"chapter",0.102811241526344
"char",0.0605188300556952
"charact",0.110195115977635
"charg",0.267428377704415
"chariti",0.006
"charl",0.0783244088353144
"chart",0.100130788010012
"charter",0.0488254534118548
"chase",0.0692950293337237
"chat",0.17106007800173
"chavez",0.0233514133376202
"cheap",0.0297619047619048
"check",1.23952145665816
"cheer",0.168349650380884
"chelsea",0.0688079882993929
"chemic",0
"cheney",0.0867592812474119
"cheryl",1.96311342709364
"chicago",0.0103451178451179
"chief",0.686107266629613
"chilcot",0
"child",0.150387736127547
"childhood",0.0053992673992674
"children",0.39663768842438
"chile",0.175372256595903
"chilean",0.0253080808080808
"china",0.532066109004494
"chine",0.368023833576718
"choic",0.140146916762411
"chollet",0.0300658263305322
"choo",0.113491714802547
"chose",0.113056122612199
"chosen",0.0167849462365591
"chris",0.47211947581568
"christian",0.055521536480798
"christin",0
"christma",0.0419903345989471
"christoph",0.0941079237111133
"chronic",0.0387264367816091
"chronicl",0.0826602060900432
"chuck",0.0586269760413542
"chuckl",0
"church",0.123787400113785
"cia",0.263128693417998
"cindi",0.214240202811114
"cingular",3.68825662270613
"circl",0.18776181073833
"circul",0.32664417030964
"circular",0.0548569966589522
"circumst",0.210011120772769
"cite",0.162963289171523
"citgo",0.0562941616527035
"citi",0.447519805944523
"citizen",0.254417332834497
"citizenship",0.126063296265519
"ciudad",0.0425876677601088
"civic",0.00695317959468904
"civil",0.155132019793752
"civilian",0.233294273907419
"claim",0.998144180731853
"clair",0.138683117076821
"clarif",0.061179071338968
"clarifi",0.184811517609699
"clariti",0.103541786385943
"clark",0.14886492710015
"clash",0
"class",1.02428088670116
"classic",0
"classifi",0.947883553657155
"clay",0.147790622166632
"clean",0.155579493881986
"clear",1.18743408622504
"clearanc",0.139765381945552
"clegg",0.480116383469331
"clemon",0.411837105690214
"cleric",0.016
"clerk",0.0164200871592176
"click",0.0641901420651421
"client",0.0249977265484109
"climat",0.20898064780534
"climb",0.0302002801120448
"clinic",0.0320756760135938
"clinton",6.57900147486396
"clip",0.0973159513884821
"clock",0.0266941391941392
"close",1.04930688023487
"closer",0.235341985364054
"closest",0.0417202087959397
"closur",0.114974272211337
"clot",0
"cloth",0.0141471861471861
"clotur",0.0553414578105827
"club",0.246244523976703
"clue",0.0543434706569502
"cms",0.234976900156444
"cnn",0.166605184396074
"cnns",0.00941176470588236
"coalit",0.342418864130583
"coast",0.0947595156218697
"coauthor",0.00819819819819795
"coburn",0.0183522052220762
"cochair",0.0868776722301612
"code",0.0530227267174121
"codel",0.102669933286658
"coff",0.0218670046419607
"cofound",0.00729603729603728
"cohen",0.139248175027416
"coher",0
"coin",0
"coincid",0.0390194805194805
"col",0.0089766081871345
"cold",0.0514571739660174
"colin",0
"collabor",0.0521076721010985
"collap",0.296813504422752
"colleagu",0.614230447867881
"collect",0.304540110369582
"colleg",0.129561410552945
"collier",0.0325269338504632
"collin",0.048732327293303
"colombia",0.288319125846
"colombian",0.199570881846969
"colonel",0.0552162661875888
"coloni",0
"color",0.0666584242570938
"colorado",0.210914510337281
"columbia",0.033802415875755
"column",0.139250169485807
"columnist",0.0508687201687202
"combat",0.0623402753402753
"combin",0.203610827878974
"come",2.07853907788043
"comfort",0.208476155826846
"comm",2.09199426375873
"command",0.432283620340163
"commando",0
"commemor",0.0126818181818182
"commend",0.257810865172358
"comment",1.55321006821172
"commentari",0.256249777007097
"commerc",0.0281552745500114
"commerci",0.225611232092982
"commiss",0.491011788088154
"commit",0.649981103228268
"committ",0.480564748552876
"common",0.367007581783515
"communic",0.36177996261089
"communiqu",0.0748616087362534
"communism",0
"communist",0.0576468683993766
"communiti",0.646396052636062
"commut",0
"compact",0.352000088811724
"compani",0.377295826247587
"compar",0.115515532514695
"comparison",0.0317922098679386
"compass",0.0417722838600566
"compel",0.0747028873997076
"compen",0
"compet",0.115456252330455
"competit",0.0394886399560987
"compil",0.0333558529401587
"complain",0.012
"complaint",0.0744712918093445
"complement",0.0337777849796906
"complet",0.328852909298206
"complex",0.0657904031177688
"complic",0.104051269590756
"compon",0.0804463180308387
"compound",0.0656398522692231
"comprehen",0.0547216011121194
"compri",0.0227836463223787
"compromi",0.231785523858563
"comput",0.148926787867074
"con",0.0262422360248447
"conc",0.0659982108346599
"conceiv",0.0996497448683597
"concentr",0.0206629024089737
"concepcion",0.0251925023796847
"concept",0.375789120781776
"concern",1.22467917999689
"concert",0.0338068214150478
"concess",0.103716911617429
"conclud",0.116878451041577
"conclus",0.254586814428904
"concret",0.0102166666666667
"condemn",0.127620815770304
"condit",0.480475683333897
"condol",0.180184545702898
"conduct",0.274372128564743
"conf",0.483716196011911
"confer",2.3868763841688
"confess",0.0198650793650794
"confid",0.698017030916688
"confidenti",2.255031331065
"confin",0
"confirm",5.61648589776388
"conflict",0.1278744251728
"confront",0.130649464370889
"confus",0.141445837524747
"congo",0.0684442995291402
"congrat",0.0765032023496633
"congratul",0.224510131127414
"congress",0.761008025667208
"congressman",0.0365212621956664
"congressmen",0.005
"connect",0.845166270082995
"connecticut",0.0856659778993052
"connelli",0.0461195825810431
"conscious",0
"consensus",0.341773829473369
"consent",0.127512515080714
"consequ",0.127627106301475
"conserv",2.76452142299383
"consid",0.670730945418391
"consist",0.277456485153236
"conspiraci",0.0659365838105749
"constant",0.0856445555814722
"constitu",0.121231655637968
"constitut",0.357451024653576
"construct",0.257929422117328
"consul",0.327148622858183
"consular",0.168341843625752
"consult",0.633732326785128
"consum",0.0526139735712316
"cont",0.0757417693659682
"contact",0.872637881836623
"contain",0.226154767820519
"contempl",0.0142307692307692
"contemporari",0.00666666666666667
"contempt",0.00533333333333333
"contend",0.0582469481605349
"content",0.0939579705502298
"contest",0.198330944310388
"context",0.432700279418827
"contin",0.0133489371325192
"continu",0.940264931550256
"contract",0.0331615146717448
"contractor",0.0162318840579707
"contradict",0.0501111111111111
"contrari",0.0963566664675927
"contrast",0.0621512505036324
"contribut",0.171156479858872
"contributor",0.119810868780496
"control",0.54150731134177
"controversi",0.0634161549761644
"conven",0.0229731379731379
"conveni",1.037508724191
"convent",0.0430305257357138
"conver",1.3685202678197
"convert",0.063253178170017
"convey",0.383580732736405
"convict",0.198371825568408
"convinc",0.22277367522635
"convoy",0.093854850299354
"cool",0.142058076297604
"cooper",0.768527386235503
"coordin",0.514281432636485
"cop",0.0214013703432718
"copenhagen",0.128398629138021
"copi",1.85470522725235
"copyright",0.262571272644208
"core",0.086620040243979
"corker",0.386744325020352
"corn",0.226835640555319
"corner",0.0485359211763889
"corp",0.119489140122072
"corpor",0.256672288080408
"correa",0.005
"correct",0.409467956382894
"correl",0
"correspond",0.194751561135292
"corrupt",0.219981772689602
"cosponsor",0.0562421046939217
"cost",0.164412871553491
"costa",0.0162379212973143
"couldnt",0.412059442281798
"council",1.04150747276944
"counsel",0.196138486737683
"counselor",0.204864063977385
"count",0.418081067904051
"counter",0.0274519230769231
"counterinsurg",0.016900795283148
"counterpart",0.141096238731395
"counterproduct",0.0797223405098328
"counterterror",0.0211652300242629
"counti",0.0234356676404587
"countless",0.0826046933847485
"countri",1.58393425666988
"coup",0.15642599974454
"coupl",0.56944228952006
"cour",0.840192734226019
"courag",0
"court",0.40975217755396
"courtesi",0.257429040782696
"cousin",0.0809424604262731
"cover",0.319907651599226
"coverag",0.252130246947191
"coverup",0.0243120017237662
"cowen",0.0355799134797813
"crack",0.040494227994228
"craft",0.0820784634437408
"craig",1.07766399927674
"crash",0.0335603629170967
"crazi",0.0807415339155198
"creat",0.368551074855244
"creation",0.0965236036232228
"creativ",0.0122727272727273
"credenti",0.0633900955123421
"credibl",0.165989400504585
"credit",0.450464290183321
"crew",0.0772934001285882
"cri",0
"crime",0.228961657653538
"crimin",0.0845608255243393
"crippl",0.0222291666666667
"crise",0.0289309125526996
"crisi",0.215797802795621
"critic",1.19181331929773
"critici",0.0213813915129705
"critiqu",0.0460217882601058
"crocker",0.0803316275331162
"crop",0.005
"cross",0.0745214260251122
"crossbord",0.0146078921078921
"crowd",0.0414817530326752
"crowley",0.212999647525475
"crown",0
"crucial",0.0338095238095238
"crusad",0.0376232024071892
"crush",0.0494326406062062
"crystal",0.0120435126582278
"csis",0.0216991841491842
"cuba",0.225001098311266
"cuban",0.0784233952274336
"cultiv",0.0186574390521758
"cultur",0.200054123232564
"cup",0.0581138589121261
"curb",0.161592150631157
"currenc",0.174969948032134
"current",0.990172038702037
"custodi",0.0888742192277724
"custom",0.0322050151445709
"cut",0.26822351122872
"cycl",0.0211974961974962
"cynic",0.0733966327475945
"czech",0.0847821958634191
"daalder",0.336115462352968
"dai",0.126741796299138
"daili",2.53720837435874
"dam",0.0615531491372077
"damag",0.270429074214398
"damascus",0.0224871794871795
"damn",0.00666666666666667
"damour",0.00840909090909091
"dan",1.17999072791139
"dana",0.0503588587587443
"danc",0.0188888888888889
"danger",0.20374409798657
"daniel",0.399626639007392
"danish",0.0293531746031746
"dare",0.00875494071146246
"darfur",0.0312660424305926
"dark",0.0359224247228276
"das",1.14606910462896
"data",0.044816348472419
"daughter",0.109221235164589
"davi",0.08976300971448
"david",1.63023774031226
"davo",0.0219743096600682
"davu",0.116948397149611
"davut",0.184578468046978
"davutoglu",0.300426088585163
"dawn",0.0025
"day",1.29573646075665
"dca",0.0161025641025641
"dead",0.151602077891672
"deadlin",0
"deal",1.38657500309108
"dealt",0.0110119047619048
"dean",0.0839179143914964
"dear",1.81367249893191
"death",0.630742276945576
"debacl",0
"debat",0.312043991327255
"debt",0.099437566317319
"dec",2.02226951808083
"decad",0.162417595286862
"decea",0.0075
"decemb",3.05317033695316
"decent",0.0665242076098943
"decentr",0
"deci",0.939791530039796
"decid",0.601688069091704
"decisionmak",0.00884364155950191
"declan",0.216468203784191
"declar",0.328366402411316
"declassifi",1.17955626189588
"declin",0.206708114536373
"decr",0.0614492924627088
"dedic",0.032250751389556
"deed",0.112585322566089
"deem",0.0860247755423381
"deep",0.125904022004008
